Chip Run Info,G:\drma_data\Fluidigm_BioMark_data\CheeseAssayValidation_Triplicates\ChipRun.bml,Combined Chip Run,192.24 (169x),GE 192x24 PCR+Melt v2,ROX,EvaGreen,13.03.2020 12:44:40,00:51:27,GDC172-31-6-71,SamplePlateName: Undefined/Undefined,SamplePlateBarCode: Undefined/Undefined,ReagentPlateName: NA,ReagentPlateBarCode: NA
S191-A22,Std_24 (10^5 c/ul) (2),Standard,100000,Lbcurva_g1171,Test,18.0412644092132,75197.8865145297,0.92,Pass,0.05,80.8416800692466,999,1
S192-A22,NTC (TE) (2),NTC,1,Lbcurva_g1171,Test,999,-1,0,Flag,0.05,999,999,0
S001-A03,Clostridium tyrobutyricum DSM 2637 (1),Unknown,1,Cltyrob_g4184,Test,13.3783873244094,1049514.0498481,0.89,Pass,0.05,79.2304384453102,999,1
S002-A03,Enterococcus faecalis DSM 20376 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S003-A03,Lactobacillus casei FAM 20446 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S006-A03,Lactobacillus paraplantarum FAM 18197 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S005-A03,Lactobacillus parabuchneri DSM 5707 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S004-A03,Lactobacillus delbrueckii DSM 20074 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S013-A03,Lactobacillus sakei DSM 15831 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S014-A03,Leuconostoc mesenteroides DSM 20346 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S015-A03,Pediococcus pentosaceus DSM 20333 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S018-A03,Std_24 (10^4 c/ul) (1),Standard,10000,Cltyrob_g4184,Test,20.4396304869227,10134.3005130778,0.91,Pass,0.05,78.324317263174,999,1
S017-A03,Acidipropionibacterium thoenii DSM 20276 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S016-A03,Clostridium butyricum DSM 10702 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S025-A03,Clostridium tyrobutyricum FAM 1550 (1),Unknown,1,Cltyrob_g4184,Test,13.4597317371933,994886.488565108,0.93,Pass,0.05,78.6009181027371,999,1
S026-A03,Enterococcus faecium DSM 20477 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S027-A03,Lactobacillus coryniformis FAM 20761 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S030-A03,Lactobacillus plantarum DSM 20174 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S029-A03,Lactobacillus parabuchneri FAM 21731 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S028-A03,Lactobacillus delbrueckii DSM 20072 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S037-A03,Lactobacillus sakei DSM 20017 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S038-A03,Leuconostoc mesenteroides DSM 20484 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S039-A03,Pediococcus pentosaceus DSM 20280 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S042-A03,Std_24 (10^3 c/ul) (1),Standard,1000,Cltyrob_g4184,Test,23.6502844577119,1228.88565384269,0.95,Pass,0.05,78.1778031138442,999,1
S041-A03,Clostridium sporogenes DSM 795 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S040-A03,Leuconostoc carnosum DSM 5576 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S049-A03,Clostridium tyrobutyricum FAM 22550 (1),Unknown,1,Cltyrob_g4184,Test,13.8411412230457,774325.960731843,0.91,Pass,0.05,77.8618829976469,999,1
S050-A03,Enterococcus faecium FAM 1711 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S051-A03,Lactobacillus coryniformis DSM 20001 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S054-A03,Lactobacillus plantarum ATCC 8014 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S053-A03,Lactobacillus parabuchneri FAM 21823 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S052-A03,Lactobacillus fermentum DSM 20052 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S061-A03,Lactococcus lactis subsp. cremoris DSM 20069 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S062-A03,Leuconostoc mesenteroides DSM 20343 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S063-A03,Propionibacterium freudenreichii DSM 20271 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S066-A03,0 Mock Fail,Unknown,1,Cltyrob_g4184,Test,23.8914773006663,1048.76435189359,0.77,Pass,0.05,79.5785475554011,999,1
S065-A03,Lactobacillus buchneri DSM 20057 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S064-A03,Leuconostoc lactis DSM 20202 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S073-A03,Enterococcus durans DSM 20633 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S074-A03,Enterococcus faecium FAM 19316 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S075-A03,Lactobacillus coryniformis DSM 20004 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S078-A03,Lactobacillus plantarum FAM 18858 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S077-A03,Lactobacillus paracasei DSM 5622 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S076-A03,Lactobacillus fermentum FAM 11660 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S085-A03,Lactococcus lactis subsp. cremoris FAM 17873 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S086-A03,Leuconostoc mesenteroides DSM 20241 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S087-A03,Propionibacterium freudenreichii FAM 15217.1 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S090-A03,1 Mock 10^5,Unknown,1,Cltyrob_g4184,Test,17.9153601362357,53234.1585154574,0.86,Pass,0.05,78.2676578408437,999,1
S089-A03,Clostridium beijerinckii DSM 791 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S088-A03,Leuconostoc pseudomesenteroides DSM 20193 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S100-A03,Lactobacillus fermentum FAM 20347 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S101-A03,Lactobacillus paracasei FAM 18133.2 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S102-A03,Lactobacillus rhamnosus DSM 20021 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S099-A03,Lactobacillus curvatus DSM 20019 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S098-A03,Lactobacillus brevis DSM 20054 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S097-A03,Enterococcus durans FAM 19822 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S112-A03,Pediococcus stilesii DSM 18001 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S113-A03,Std_24 (10^8 c/ul) (1) ,Standard,100000000,Cltyrob_g4184,Test,6.5781532124635,91557488.0894951,0.95,Pass,0.05,78.1243859595641,999,1
S114-A03,2 Mock 10^4,Unknown,1,Cltyrob_g4184,Test,20.5314815253646,9540.7076613566,0.9,Pass,0.05,78.2108772959256,999,1
S111-A03,Propionibacterium freudenreichii FAM 15346 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S110-A03,Pediococcus acidilactici DSM 20284 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S109-A03,Lactococcus lactis subsp. cremoris FAM 23216 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S124-A03,Lactobacillus helveticus DSM 20075 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S125-A03,Lactobacillus paracasei FAM 19331 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S126-A03,Lactobacillus rhamnosus FAM 19984 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S123-A03,Lactobacillus curvatus FAM 18731 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S122-A03,Lactobacillus brevis CCUG 33268 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S121-A03,Enterococcus durans FAM 22256 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S136-A03,Streptococcus salivarius DSM 20560 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S137-A03,Std_24 (10^7 c/ul) (1),Standard,10000000,Cltyrob_g4184,Test,9.91860667385046,10194556.5773307,0.95,Pass,0.05,78.1550854762432,999,1
S138-A03,3 Mock 10^3,Unknown,1,Cltyrob_g4184,Test,23.4043929452113,1444.39499762899,0.92,Pass,0.05,78.1772531856034,999,1
S135-A03,Streptococcus thermophilus DSM 20617 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S134-A03,Pediococcus acidilactici FAM 13881 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S133-A03,Lactococcus lactis subsp. lactis ATCC 19435 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S148-A03,Lactobacillus helveticus FAM 13019 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S149-A03,Lactobacillus paraplantarum DSM 10667 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S150-A03,Lactobacillus rhamnosus FAM 22674 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S147-A03,Lactobacillus curvatus FAM 18867 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S146-A03,Lactobacillus brevis CCUG 48612 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S145-A03,Enterococcus faecalis ATCC 19433 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S160-A03,Acidipropionibacterium acidipropionici DSM 4900 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S161-A03,Std_24 (10^6 c/ul) (1),Standard,1000000,Cltyrob_g4184,Test,13.5635831390231,929256.447017399,0.95,Pass,0.05,78.252047349806,999,1
S162-A03,4 Mock 10^2,Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S159-A03,Streptococcus thermophilus FAM 10792 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S158-A03,Pediococcus acidilactici FAM 19158 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S157-A03,Lactococcus lactis subsp. lactis FAM 17950 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S172-A03,Lactobacillus helveticus FAM 19190 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S173-A03,Lactobacillus paraplantarum DSM 10641 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S174-A03,Lactobacillus sakei FAM 14960 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S171-A03,Lactobacillus delbrueckii DSM 20081 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S170-A03,Lactobacillus casei ATCC 393 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S169-A03,Enterococcus faecalis FAM 22123 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S184-A03,Acidipropionibacterium jensenii DSM 20535 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S185-A03,Std_24 (10^5 c/ul) (1),Standard,100000,Cltyrob_g4184,Test,17.1869031337486,85917.8346765679,0.91,Pass,0.05,78.6210916643587,999,1
S186-A03,NTC (TE) (1),NTC,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S183-A03,Streptococcus thermophilus FAM 21476 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S182-A03,Pediococcus pentosaceus DSM 20336 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S181-A03,Lactococcus lactis subsp. lactis FAM 23201 (1),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S012-A03,Lactobacillus paraplantarum FAM 18197 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S011-A03,Lactobacillus parabuchneri DSM 5707 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S010-A03,Lactobacillus delbrueckii DSM 20074 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S007-A03,Clostridium tyrobutyricum DSM 2637 (2),Unknown,1,Cltyrob_g4184,Test,14.089984793574,657516.773803124,0.86,Pass,0.05,78.5527483776748,999,1
S008-A03,Enterococcus faecalis DSM 20376 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S009-A03,Lactobacillus casei FAM 20446 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S024-A03,Std_24 (10^4 c/ul) (2),Standard,10000,Cltyrob_g4184,Test,20.3661966223663,10635.3289307959,0.9,Pass,0.05,78.2860472656184,999,1
S023-A03,Acidipropionibacterium thoenii DSM 20276 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S022-A03,Clostridium butyricum DSM 10702 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S019-A03,Lactobacillus sakei DSM 15831 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S020-A03,Leuconostoc mesenteroides DSM 20346 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S021-A03,Pediococcus pentosaceus DSM 20333 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S036-A03,Lactobacillus plantarum DSM 20174 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S035-A03,Lactobacillus parabuchneri FAM 21731 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S034-A03,Lactobacillus delbrueckii DSM 20072 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S031-A03,Clostridium tyrobutyricum FAM 1550 (2),Unknown,1,Cltyrob_g4184,Test,13.8799630501959,754821.973160739,0.89,Pass,0.05,78.2384606416147,999,1
S032-A03,Enterococcus faecium DSM 20477 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S033-A03,Lactobacillus coryniformis FAM 20761 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S048-A03,Std_24 (10^3 c/ul) (2),Standard,1000,Cltyrob_g4184,Test,24.9878378368849,510.257870084591,0.98,Pass,0.05,78.1880652636064,999,1
S047-A03,Clostridium sporogenes DSM 795 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S046-A03,Leuconostoc carnosum DSM 5576 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S043-A03,Lactobacillus sakei DSM 20017 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S044-A03,Leuconostoc mesenteroides DSM 20484 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S045-A03,Pediococcus pentosaceus DSM 20280 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S060-A03,Lactobacillus plantarum ATCC 8014 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S059-A03,Lactobacillus parabuchneri FAM 21823 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S058-A03,Lactobacillus fermentum DSM 20052 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S055-A03,Clostridium tyrobutyricum FAM 22550 (2),Unknown,1,Cltyrob_g4184,Test,14.6964437726661,441398.330056033,0.83,Pass,0.05,77.5794795971349,999,1
S056-A03,Enterococcus faecium FAM 1711 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S057-A03,Lactobacillus coryniformis DSM 20001 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S072-A03,5 Mock 10^4 (preamp),Unknown,1,Cltyrob_g4184,Test,13.7003813526705,849366.261963955,0.96,Pass,0.05,79.0508289440738,999,1
S071-A03,Lactobacillus buchneri DSM 20057 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S070-A03,Leuconostoc lactis DSM 20202 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S067-A03,Lactococcus lactis subsp. cremoris DSM 20069 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S068-A03,Leuconostoc mesenteroides DSM 20343 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S069-A03,Propionibacterium freudenreichii DSM 20271 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S084-A03,Lactobacillus plantarum FAM 18858 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S083-A03,Lactobacillus paracasei DSM 5622 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S082-A03,Lactobacillus fermentum FAM 11660 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S079-A03,Enterococcus durans DSM 20633 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S080-A03,Enterococcus faecium FAM 19316 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S081-A03,Lactobacillus coryniformis DSM 20004 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S096-A03,6 Mock 10^3 (preamp),Unknown,1,Cltyrob_g4184,Test,16.7968818868755,111017.317627952,0.91,Pass,0.05,78.9770007755239,999,1
S095-A03,Clostridium beijerinckii DSM 791 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S094-A03,Leuconostoc pseudomesenteroides DSM 20193 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S091-A03,Lactococcus lactis subsp. cremoris FAM 17873 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S092-A03,Leuconostoc mesenteroides DSM 20241 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S093-A03,Propionibacterium freudenreichii FAM 15217.1 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S105-A03,Lactobacillus curvatus DSM 20019 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S104-A03,Lactobacillus brevis DSM 20054 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S103-A03,Enterococcus durans FAM 19822 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S106-A03,Lactobacillus fermentum FAM 20347 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S107-A03,Lactobacillus paracasei FAM 18133.2 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S108-A03,Lactobacillus rhamnosus DSM 20021 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S117-A03,Propionibacterium freudenreichii FAM 15346 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S116-A03,Pediococcus acidilactici DSM 20284 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S115-A03,Lactococcus lactis subsp. cremoris FAM 23216 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S118-A03,Pediococcus stilesii DSM 18001 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S119-A03,Std_24 (10^8 c/ul) (2) ,Standard,100000000,Cltyrob_g4184,Test,6.45567789308887,99230884.5712277,0.96,Pass,0.05,78.1208733668617,999,1
S120-A03,7 Mock 10^2 (preamp),Unknown,1,Cltyrob_g4184,Test,19.9621282023078,13869.7051394967,0.89,Pass,0.05,79.1203037538586,999,1
S129-A03,Lactobacillus curvatus FAM 18731 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S128-A03,Lactobacillus brevis CCUG 33268 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S127-A03,Enterococcus durans FAM 22256 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S130-A03,Lactobacillus helveticus DSM 20075 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S131-A03,Lactobacillus paracasei FAM 19331 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S132-A03,Lactobacillus rhamnosus FAM 19984 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S141-A03,Streptococcus thermophilus DSM 20617 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S140-A03,Pediococcus acidilactici FAM 13881 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S139-A03,Lactococcus lactis subsp. lactis ATCC 19435 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S142-A03,Streptococcus salivarius DSM 20560 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S143-A03,Std_24 (10^7 c/ul) (2),Standard,10000000,Cltyrob_g4184,Test,9.71102248595195,11684506.8860163,0.92,Pass,0.05,78.0175629718463,999,1
S144-A03,8 Mock 10^1 (preamp),Unknown,1,Cltyrob_g4184,Test,22.2303292613377,3124.27843575047,0.93,Pass,0.05,79.0521477140307,999,1
S153-A03,Lactobacillus curvatus FAM 18867 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S152-A03,Lactobacillus brevis CCUG 48612 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S151-A03,Enterococcus faecalis ATCC 19433 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S154-A03,Lactobacillus helveticus FAM 13019 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S155-A03,Lactobacillus paraplantarum DSM 10667 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S156-A03,Lactobacillus rhamnosus FAM 22674 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S165-A03,Streptococcus thermophilus FAM 10792 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S164-A03,Pediococcus acidilactici FAM 19158 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S163-A03,Lactococcus lactis subsp. lactis FAM 17950 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S166-A03,Acidipropionibacterium acidipropionici DSM 4900 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S167-A03,Std_24 (10^6 c/ul) (2),Standard,1000000,Cltyrob_g4184,Test,13.6301835988248,889464.474496047,0.94,Pass,0.05,78.1226247361328,999,1
S168-A03,9 Mock NTC (preamp),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S177-A03,Lactobacillus delbrueckii DSM 20081 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S176-A03,Lactobacillus casei ATCC 393 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S175-A03,Enterococcus faecalis FAM 22123 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S178-A03,Lactobacillus helveticus FAM 19190 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S179-A03,Lactobacillus paraplantarum DSM 10641 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S180-A03,Lactobacillus sakei FAM 14960 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S189-A03,Streptococcus thermophilus FAM 21476 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S188-A03,Pediococcus pentosaceus DSM 20336 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S187-A03,Lactococcus lactis subsp. lactis FAM 23201 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
S190-A03,Acidipropionibacterium jensenii DSM 20535 (2),Unknown,1,Cltyrob_g4184,Test,999,-1,0,Flag,0.05,999,999,0
